age,gender,urban_rural,last_year_income,gas_price,owns_ev,miles_driven,fixed_expenses
24,0,0,108336.05,3.0,0,13130,23143.98
28,0,0,75137.48,2.89,1,13531,22119.22
43,0,0,78203.63,3.04,0,12964,23650.58
49,0,0,73926.61,2.94,1,13541,12378.81
35,0,0,67288.26,3.06,0,13201,26557.34
42,0,0,80303.74,2.84,1,13902,12644.27
44,0,0,53648.76,2.99,0,13746,21023.38
38,1,0,54709.31,3.2,1,12246,10601.16
39,1,0,60394.53,3.07,1,13970,16342.82
24,0,0,77595.79,2.93,1,10421,36473.76
40,1,1,83400.62,2.72,0,16167,21413.19
41,0,0,68995.34,3.06,1,14921,17036.06
32,0,0,55374.54,2.76,0,12688,8544.94
50,0,0,90906.01,3.03,0,12403,24552.29
34,0,1,81018.44,3.08,0,12908,24275.88
61,1,0,85089.66,3.13,0,13213,16611.75
33,1,0,70792.85,2.96,0,14367,10832.52
40,0,0,89816.62,2.77,0,12319,23556.35
49,1,0,59669.11,2.8,1,12884,12571.43
47,0,0,125911.28,3.06,1,14248,23373.29
51,0,0,69006.16,2.92,1,11985,24132.7
48,0,0,125476.41,3.1,1,13899,22689.25
60,0,1,75131.1,3.0,0,13174,12904.22
35,1,0,47598.22,3.03,1,10915,18357.19
45,1,1,77491.11,2.92,0,13871,9618.31
58,0,0,101353.2,3.38,1,11228,36130.74
37,0,0,70944.03,3.14,0,13528,9764.11
41,0,1,88096.94,3.07,0,14185,19029.07
36,0,0,54626.9,2.66,0,10180,25478.35
66,1,1,73687.41,2.91,0,12080,23094.09
43,1,1,109151.85,3.08,0,14222,23786.98
42,1,0,71951.53,3.18,1,15937,17584.59
39,1,0,86729.09,3.0,1,12848,22592.93
40,1,0,75187.67,3.02,0,13448,14479.56
43,0,0,66640.38,3.23,0,12671,14603.6
46,1,0,104319.84,3.07,1,14203,23291.0
32,0,0,36259.68,2.93,0,9952,15890.67
41,0,1,68533.8,3.0,1,12632,17023.72
30,1,0,75466.15,3.19,0,11943,29943.15
45,1,0,123948.71,3.1,1,15469,27805.29
42,0,0,69982.96,2.81,0,11217,20635.92
39,0,1,69276.6,3.11,0,12991,22521.0
42,1,0,80221.12,2.86,1,14116,19257.11
37,1,0,68273.6,2.97,0,13018,9303.34
37,1,0,59934.08,3.04,0,13242,10746.61
38,0,0,96001.2,3.17,0,14077,14982.96
38,1,0,85451.39,2.95,0,15216,11644.48
35,1,0,66177.19,2.9,0,12917,23516.21
38,1,0,84765.42,2.78,0,13226,15260.96
24,1,0,47919.49,3.09,0,12470,16011.31
39,1,0,81008.56,3.22,1,14554,15997.29
64,0,0,106196.4,2.93,0,13571,20642.14
28,0,0,89359.52,3.07,1,11709,32182.55
40,0,0,73088.29,2.87,1,11918,20557.37
33,1,0,73317.93,2.93,1,13088,21196.7
65,0,0,79229.99,3.08,1,10228,29372.77
31,1,1,63883.22,2.99,0,14212,11817.05
28,0,0,59372.54,2.91,1,11609,21832.59
46,0,0,93041.04,2.81,0,13662,20732.81
44,0,0,97444.87,2.96,0,14130,17659.29
57,1,0,100114.55,3.02,0,15902,16260.67
34,0,1,51317.2,2.86,0,11444,22095.88
52,1,0,57561.5,3.12,0,12588,17536.61
46,1,0,58211.66,3.06,0,13299,14218.91
38,0,1,74646.11,3.01,1,15721,13213.22
27,0,1,76143.42,2.94,0,13667,11819.83
34,1,1,59577.48,2.97,0,12771,21853.77
42,1,0,109644.59,3.22,1,12135,34470.92
35,0,0,100161.25,2.99,0,15745,15642.58
55,1,0,80717.94,3.02,1,13500,16581.92
51,1,0,90871.77,3.12,1,13984,26635.78
66,1,0,106854.79,2.86,1,12929,27196.27
59,1,0,130848.63,3.0,0,14620,26287.3
43,1,1,45971.67,3.12,1,13153,9866.76
46,0,0,52467.33,3.05,0,12482,14309.72
64,1,0,81915.16,2.96,0,10251,40788.62
55,0,0,98647.39,3.2,1,12091,24855.83
54,0,0,66591.32,2.83,0,12362,26155.87
43,1,1,100000.46,3.07,0,12970,34270.76
32,0,1,107970.21,3.09,0,14319,24891.78
55,1,0,91760.39,3.03,1,12171,29354.23
42,1,1,90777.54,2.8,0,14526,12852.33
39,1,0,89681.47,2.93,1,12180,26387.19
47,0,0,89436.19,2.99,1,13255,22846.22
53,1,0,85516.92,2.85,1,14296,18125.84
62,0,0,76345.25,3.0,0,11416,23891.85
48,1,0,82094.34,2.93,0,13016,13070.58
29,0,0,93956.04,3.01,1,13184,24345.21
45,0,0,87146.24,3.1,0,13330,15757.0
41,0,1,82443.33,3.02,1,13626,13311.44
54,0,0,112709.23,2.99,0,13010,25811.81
52,0,0,104428.25,2.98,1,12589,24864.24
52,1,0,59816.18,3.29,0,14339,12491.94
43,0,1,69268.36,3.12,0,13640,17633.7
37,1,0,79183.79,3.05,0,12480,20536.11
42,1,1,60267.71,2.84,0,13687,10622.86
42,0,0,73799.98,2.99,0,12727,13395.83
53,1,0,89050.63,2.95,0,14174,18870.71
29,1,1,60143.84,3.11,0,13192,18090.22
47,0,1,100175.39,2.93,0,13556,22340.09
50,0,0,75503.86,2.9,1,12861,22904.07
36,0,0,60099.81,3.19,0,13035,21704.03
29,1,1,59969.66,3.09,0,13179,13091.33
41,1,0,78496.55,3.06,1,12895,18463.0
47,0,0,72535.68,3.09,0,13316,12485.36
38,1,0,61667.88,3.0,0,14338,14889.41
48,1,0,71661.87,2.8,0,13331,19718.54
40,0,1,90574.22,3.13,0,13722,16697.95
66,1,0,93785.74,3.21,1,13635,24043.84
37,0,0,57024.03,3.01,0,11046,13588.22
42,1,0,68777.25,2.94,0,12942,21018.71
38,0,1,62552.82,3.02,0,14593,14342.37
44,1,1,105773.66,3.07,0,16025,16651.12
45,1,0,47756.49,3.0,0,10770,20064.85
30,0,0,90414.27,3.14,0,13742,20064.21
42,0,0,56466.76,3.03,0,11064,23994.34
53,1,0,77163.99,3.15,1,13988,17582.32
56,0,0,64437.5,3.1,1,12272,11503.22
55,0,1,81833.12,3.04,1,11924,27008.3
39,0,1,72083.04,3.04,0,12515,23516.42
40,1,0,87145.81,2.91,1,13848,22415.07
38,0,1,71481.57,3.17,1,12355,19245.31
43,0,0,127478.57,2.8,1,14762,21854.72
50,1,1,62348.56,3.01,1,11300,27453.01
40,1,0,86807.4,3.06,1,12532,25184.09
24,1,0,47353.25,3.01,1,12288,21236.18
32,0,0,62469.14,3.11,1,10546,25402.16
40,0,0,62753.34,3.0,1,11245,18082.65
47,0,0,58600.63,2.91,1,11973,15098.81
37,1,1,52982.73,2.98,0,12154,20518.12
48,1,0,83109.87,3.0,1,12257,24966.81
40,1,0,56735.69,3.15,0,12821,10588.27
40,0,0,76192.09,3.07,1,12583,21517.59
34,0,0,106329.5,2.91,1,12671,24765.19
32,1,1,79614.43,3.05,0,14340,11743.88
40,0,0,123329.85,3.04,1,12280,44146.44
48,0,0,75674.73,2.93,1,11895,17935.15
30,1,0,61768.39,2.94,0,12975,9740.08
28,1,1,81403.17,2.85,0,12671,31828.06
42,0,0,81812.62,3.21,1,12425,18818.39
46,0,1,84953.89,3.24,1,13880,18817.27
51,0,0,73420.08,2.89,0,12687,17194.91
40,1,0,101988.84,2.99,0,14776,15363.61
42,1,1,99339.71,2.94,1,13101,33111.99
24,0,0,57159.87,3.16,1,12951,11909.53
49,0,0,122829.35,2.96,1,13675,28115.55
42,0,0,96546.87,2.9,1,12990,18176.92
52,0,0,79766.64,3.02,1,12832,22834.69
43,1,0,119323.47,3.09,0,14938,20970.63
24,1,0,68760.2,3.01,0,13234,12587.61
29,0,0,82976.26,3.1,1,14991,21010.97
69,0,1,79535.61,3.05,0,11737,29119.59
62,0,1,138292.52,2.99,0,15252,29908.31
30,0,1,126720.21,3.13,1,15750,18102.08
48,0,0,107692.72,3.05,1,15549,31831.35
43,0,0,55255.22,3.18,1,10567,15472.19
34,1,0,83679.64,2.89,0,12934,19489.9
42,1,0,109474.88,2.96,0,16262,20006.09
56,0,0,77330.55,2.94,0,11243,24910.15
64,0,0,76343.24,2.89,1,11613,12831.18
40,1,1,106572.59,3.01,1,14377,24178.09
57,0,0,82303.96,3.07,0,12958,19536.67
49,0,1,76362.03,2.85,0,15048,13741.08
33,0,0,51063.85,3.16,1,10792,26349.58
46,1,0,75316.27,2.94,0,12373,18634.95
42,1,0,64882.81,3.07,1,11083,25214.46
52,0,0,109854.81,3.11,1,14430,23823.04
46,1,0,67868.59,3.21,1,12702,19103.74
46,0,1,108771.53,2.94,1,14372,23990.09
53,0,0,70900.88,2.92,0,10493,31515.51
31,0,0,76806.18,3.12,0,12944,25884.96
50,0,1,75855.11,3.02,0,12701,13971.17
41,1,0,76610.12,3.03,0,12161,20533.11
42,0,0,86330.54,2.8,0,12829,21345.94
36,1,1,164839.77,3.01,1,16740,31761.93
47,0,0,81537.15,3.01,1,13105,17465.28
25,1,0,50714.62,2.97,1,12157,12291.84
47,1,0,106365.93,2.82,0,16305,14762.56
51,1,0,79527.16,3.16,0,12463,24602.32
57,1,1,121215.02,2.98,1,15193,24046.8
51,0,0,98755.6,3.01,1,12752,19626.81
61,0,0,87426.49,2.99,0,10653,34518.79
60,0,0,72560.02,3.04,0,10911,20749.67
28,1,0,125236.94,3.09,1,14789,21982.58
33,0,1,92499.8,2.97,0,12656,26537.65
55,1,0,95926.99,2.94,0,12525,26301.55
27,1,0,93831.67,2.9,0,16296,18082.94
37,1,0,93120.53,2.96,0,14071,17746.03
30,0,0,103587.8,2.92,1,13826,17712.01
37,0,0,60681.49,3.07,0,12226,18394.36
55,1,0,85053.76,3.12,1,15135,22578.54
47,0,0,118410.91,3.07,1,13673,21823.18
46,0,0,87514.14,2.95,0,13460,16743.06
53,1,0,81954.81,3.02,0,13526,12274.39
40,1,1,67577.56,2.98,0,12571,35114.04
45,0,0,84683.02,2.93,0,10624,26566.87
29,1,1,86909.58,3.11,1,12298,25969.21
51,0,1,93737.6,3.16,0,13450,18620.84
42,1,0,73627.23,3.08,1,12073,23150.82
25,1,1,70226.56,3.0,0,14950,15281.44
40,1,0,61420.96,3.18,1,12009,21747.43
30,1,1,78960.22,2.96,0,14502,18740.95
40,0,1,68984.21,3.1,0,14686,13294.28
45,0,1,83494.73,3.05,1,14103,18107.29
37,1,1,63452.18,2.79,0,13176,18271.36
30,0,1,63696.97,3.01,0,13106,16114.03
42,1,0,83126.29,3.11,0,13928,17251.46
42,0,0,96454.15,3.32,0,14040,24831.99
56,0,1,123087.36,2.87,1,15225,17328.22
25,1,1,109758.28,2.9,0,15689,21035.67
27,1,0,54582.09,3.11,1,11842,20135.32
38,1,1,84614.93,3.02,0,13586,17629.72
43,1,0,90887.91,2.97,1,13675,19263.57
35,0,1,85940.26,3.1,0,14234,12713.63
44,1,0,76759.52,3.12,1,12383,22985.14
28,0,0,65084.59,3.08,0,13458,22949.9
48,0,0,65938.03,3.14,0,11889,22513.51
46,1,0,80015.03,2.95,1,11802,32830.46
45,1,1,77289.76,3.22,0,11836,30741.05
46,0,1,74583.44,3.09,0,12853,10502.33
56,1,0,66944.46,2.96,1,12584,22542.2
43,0,0,69989.88,2.93,1,12460,21060.09
29,0,1,124065.84,3.12,1,15593,24479.79
47,1,0,122901.85,3.2,1,14104,22133.63
34,1,0,124446.76,2.86,1,14365,23572.45
43,1,1,93423.59,2.99,0,14978,21095.78
35,0,1,90236.49,2.96,1,14245,17475.92
27,1,0,96153.27,2.97,0,15297,19975.57
29,1,0,76816.95,3.02,0,10344,39709.52
49,1,0,68879.68,2.99,1,11177,19821.73
63,1,1,85675.27,2.99,0,15711,24096.03
37,1,0,98944.53,2.79,0,14057,22695.94
46,0,0,95145.69,2.94,1,12672,25569.63
35,1,1,79515.79,2.7,1,15108,17192.92
26,1,0,45392.97,2.99,1,11602,18667.89
43,1,0,102540.19,3.06,0,13342,24070.51
57,0,0,85285.45,2.96,0,12646,17318.43
41,1,1,93083.88,2.95,1,15061,45757.88
51,1,0,91773.82,2.95,0,13828,30428.85
28,1,0,113671.85,2.95,1,14868,17082.54
36,0,0,94788.89,3.02,0,11860,29265.79
36,1,0,69029.74,3.29,0,10897,29765.09
57,1,1,108652.41,2.88,0,14918,21828.25
37,1,0,120946.7,3.18,1,14045,26497.08
26,1,1,64282.08,2.84,1,13253,19739.54
28,0,0,51798.9,3.01,1,12169,9988.15
41,0,0,65273.94,2.93,1,11974,19718.05
33,0,0,92771.15,3.14,0,16136,18428.28
37,1,0,48369.62,2.99,0,11068,15925.23
48,1,1,78295.92,2.85,0,13537,20587.65
39,0,0,48003.76,3.05,1,11091,17080.19
48,1,0,89522.37,3.02,1,13652,19838.04
35,1,1,65120.56,2.84,0,14703,9629.62
37,0,1,97483.29,2.94,0,13875,19748.88
35,1,0,74408.26,3.05,1,15116,18384.16
37,1,1,64047.28,3.11,0,14264,17781.42
32,0,0,118533.12,3.24,1,15220,25298.38
60,1,0,103080.72,2.88,0,13196,24525.17
41,1,1,67202.38,2.98,0,12231,27650.79
43,0,0,64434.58,3.04,1,12674,12483.36
34,0,0,60851.1,3.15,0,13132,13316.81
37,1,1,82961.22,3.16,0,15423,20997.32
28,0,0,67333.9,2.95,1,13560,10386.68
35,1,0,74629.43,3.1,0,12860,13687.75
42,1,1,80414.75,2.86,0,12774,20684.6
28,1,1,61284.69,3.11,0,13399,18445.93
38,0,1,94399.99,3.14,1,13260,23393.55
36,0,1,106080.99,2.94,1,14518,21945.88
33,0,0,68510.93,3.02,1,11835,18540.25
35,0,1,64478.27,2.84,0,14174,13564.74
48,0,0,45690.53,3.2,0,11619,7945.49
49,0,1,90676.03,2.92,0,14610,24345.44
54,1,0,81133.96,2.8,0,11880,21487.97
43,1,0,88895.81,3.08,0,13445,16247.79
39,1,0,80751.69,3.06,1,12245,24930.16
38,0,0,69190.64,2.98,1,11653,15940.82
32,0,1,62082.83,3.07,0,14078,19562.18
46,1,0,118589.2,2.97,1,14668,17110.0
51,1,0,120950.94,3.07,1,15122,28600.28
41,1,0,64509.97,3.07,1,12455,18887.87
26,1,1,72803.57,3.03,1,14274,15957.96
47,0,1,109414.69,2.91,0,14477,18018.77
39,0,1,69874.08,3.04,0,13076,9675.38
55,1,0,100728.75,3.03,0,13670,18075.99
32,0,1,66134.91,3.01,1,12012,19165.52
37,0,0,70515.29,3.08,0,14783,18211.29
28,0,1,67901.65,2.88,1,12266,43057.69
42,1,1,66823.72,2.9,0,14470,17658.84
37,1,0,82867.8,3.03,0,13025,18603.77
34,1,1,62050.36,3.02,0,12645,16529.0
35,1,0,67092.31,3.03,1,11021,27470.0
36,0,0,78277.95,2.82,0,11256,21168.94
43,0,0,141169.6,2.87,0,15035,21697.89
51,1,1,92668.37,2.96,1,14492,19036.64
46,1,0,88907.01,3.0,0,14127,14194.5
59,0,0,106958.28,3.12,1,13555,14822.77
35,1,1,84590.06,2.79,1,13116,23339.81
39,1,0,115410.12,2.89,1,14284,27580.02
63,0,0,81311.76,2.83,0,13861,25052.94
33,0,0,72689.43,2.99,0,11781,17342.34
45,0,0,109289.49,3.01,1,13474,24440.46
33,0,1,75551.3,2.85,1,13618,11489.73
65,0,0,138968.44,2.78,0,15868,25837.56
53,1,0,106816.18,3.03,1,12974,24860.75
44,0,0,82718.31,3.23,1,15758,20134.27
54,1,0,61995.7,2.99,0,12223,14965.05
24,1,0,77896.23,2.93,0,12022,32106.9
31,0,0,85843.86,3.13,1,11333,31197.6
39,0,1,57915.27,3.0,0,12939,14454.04
26,0,0,78251.98,3.13,1,13435,11649.55
48,1,1,62531.91,3.08,1,12391,15998.43
54,0,1,99631.22,2.99,1,13486,20648.66
25,0,1,64394.22,3.13,1,12127,24838.05
53,1,0,86467.52,2.95,1,13893,17674.16
37,0,0,88100.12,2.84,0,12760,22909.15
36,1,0,63190.94,2.86,1,12727,16431.06
36,1,0,89139.84,3.01,0,12927,22003.78
35,0,0,62925.03,3.04,0,11478,14389.02
54,1,0,81682.92,2.95,1,12196,21214.39
33,1,0,114091.14,3.1,0,13710,25248.47
32,1,1,68940.32,2.98,0,12451,24138.86
66,1,1,108441.47,2.98,0,13280,28659.81
60,0,0,83779.53,2.97,1,16324,11151.32
47,1,0,67235.7,2.95,0,12310,16074.52
39,0,0,78320.24,2.97,1,12298,19776.69
51,1,0,70858.44,2.91,0,13373,24857.62
25,1,0,101751.62,3.08,1,14132,18964.46
41,1,0,71104.97,2.94,0,12447,14950.56
49,0,0,57010.91,2.9,0,13879,15922.56
26,0,1,44028.09,2.97,0,12243,13547.48
25,1,1,57009.77,3.05,1,14069,8495.42
32,0,0,64002.74,2.87,0,12577,15355.29
50,1,0,62840.45,2.95,0,13934,26726.91
40,1,0,67802.53,3.11,0,10977,30942.47
27,1,0,72495.43,2.92,1,13351,12524.77
55,0,0,77763.41,2.86,0,12674,11582.49
51,0,0,66805.53,3.06,0,12455,15014.82
46,0,0,121135.59,3.08,1,15375,25700.92
32,0,0,90640.85,2.87,0,12867,17820.23
50,0,0,68918.28,3.1,0,11815,14031.68
43,1,1,66789.87,2.83,0,13332,18362.85
37,0,0,73877.76,2.92,1,12027,30700.74
42,1,0,109787.05,3.11,0,15454,22604.08
52,1,0,93959.29,3.02,1,13586,19941.12
63,1,0,87223.96,3.11,0,13626,13592.36
26,1,0,84688.87,3.08,1,13621,20858.69
30,1,0,71919.67,2.96,1,12719,17796.44
48,1,0,82410.14,3.0,1,12364,21021.03
49,0,0,81763.93,2.95,0,13327,17480.64
52,0,0,56531.09,2.99,0,11919,22236.72
35,0,0,88755.3,2.81,1,12806,20352.95
39,0,0,79315.52,2.95,0,12871,18058.03
24,1,1,54266.92,2.91,1,12593,21650.22
34,1,0,62957.1,2.93,0,13043,16672.07
37,1,0,50014.74,3.04,0,11018,30720.61
29,1,1,60964.92,3.04,1,12797,16574.82
50,1,1,118741.24,2.97,0,15141,24408.32
32,0,1,109592.79,2.93,1,15617,18236.11
54,1,0,91007.55,3.03,0,12735,19660.29
37,1,0,81560.28,3.11,1,12526,30092.09
28,0,1,98364.07,2.99,1,16346,15933.48
45,1,0,85665.88,2.83,0,14104,15150.9
60,1,0,94662.7,2.95,1,12866,20502.0
30,1,1,78176.79,2.96,0,13248,18254.67
44,0,0,124803.25,2.88,0,14472,17987.17
50,1,0,61798.87,2.96,1,12538,12607.14
41,0,0,125454.89,2.83,0,16282,22390.15
46,1,1,84624.65,3.03,0,13276,16819.27
35,0,1,56581.76,2.88,1,13028,17278.58
43,1,0,58840.21,3.03,1,12547,12837.8
49,1,0,76678.84,3.2,0,14502,14343.87
34,1,0,73465.58,2.8,1,11334,34492.9
39,0,0,86507.59,3.11,1,12980,17457.14
39,1,1,73030.4,2.83,0,14082,15301.42
37,0,1,88176.31,3.17,1,13658,16196.58
34,0,0,64066.35,3.08,0,12450,17835.19
59,1,1,71091.8,2.96,0,11953,30419.03
34,1,0,99401.54,3.09,1,13668,14264.45
36,0,1,64093.24,3.06,0,14088,13599.12
28,0,0,44481.57,3.14,1,10457,15857.91
46,0,1,81571.2,3.01,0,12869,23606.31
40,0,0,74125.95,3.26,0,11905,18725.57
49,1,0,89649.68,3.06,0,11537,33939.4
53,0,1,98750.09,3.25,0,14882,23465.65
30,0,0,98664.24,3.08,1,13158,24095.46
24,1,1,87955.13,2.91,1,14037,19867.93
46,0,0,120388.18,3.01,0,13572,23459.75
48,1,0,67762.23,3.18,1,13272,17143.87
39,1,0,43097.08,3.09,1,11170,15307.18
52,1,1,111583.15,2.95,0,14609,24110.29
40,0,0,69735.59,3.01,0,13528,12337.31
41,0,0,84083.16,3.02,0,12635,16102.93
41,0,0,87100.77,3.22,0,11820,22950.23
49,1,0,92856.77,3.2,0,13267,23284.1
52,1,0,63484.53,3.3,1,12505,23112.19
37,1,0,69121.04,2.75,0,14161,25991.53
61,0,1,87183.35,2.97,1,14490,17363.42
28,1,0,87141.23,3.17,0,12977,26645.21
53,1,0,71150.21,3.11,1,11669,19843.9
57,1,0,68173.55,2.9,1,11453,19400.44
28,0,0,94255.12,2.78,0,14825,19826.26
52,1,0,74748.69,2.62,1,15043,16592.09
41,0,1,91958.7,2.9,0,13357,20194.67
26,1,0,85383.06,3.06,0,14799,24313.69
30,1,1,61672.97,2.93,0,14615,15236.06
57,0,0,73701.21,2.97,1,12654,21688.47
33,0,0,65985.5,3.13,0,12683,17860.7
56,0,1,72438.19,2.88,0,11755,31157.13
52,0,0,91262.71,2.85,0,13735,16641.6
36,0,0,52490.72,2.91,0,11119,22978.06
33,1,0,85089.79,2.99,0,13796,15185.56
56,0,0,79283.69,3.24,1,12983,10867.39
40,1,0,67004.9,3.18,1,12651,12731.84
37,1,0,79260.76,3.09,0,12992,15512.61
52,0,1,120196.14,2.99,0,15689,15555.92
46,1,0,80605.16,3.14,0,13230,20463.65
26,0,0,78364.41,2.95,0,13860,18357.59
57,0,1,81484.82,3.06,0,13435,20872.1
43,1,0,107264.97,3.09,1,12831,33409.6
26,0,0,64466.42,3.2,1,11951,14014.09
46,1,0,69777.63,2.81,1,12140,18882.55
48,1,0,101161.14,3.03,1,13726,23943.64
39,1,0,88800.84,3.1,0,12668,22995.39
29,1,1,65328.74,3.11,0,12363,22664.09
39,0,1,48068.64,2.94,0,11140,24490.64
48,0,0,97990.02,2.94,1,13434,20899.58
26,0,0,76327.9,3.01,0,13298,23064.92
43,1,0,59422.63,3.18,0,12600,13849.58
40,0,0,58757.17,3.08,0,11326,11419.5
31,0,1,73225.57,2.94,0,12206,18704.89
50,0,0,62761.23,3.12,0,12271,22093.77
61,1,1,66267.37,2.9,0,12734,25070.57
37,1,1,56239.28,3.21,0,12546,14073.14
39,1,0,108061.11,2.82,0,14660,21911.22
51,0,1,77547.1,3.06,0,10968,41180.9
36,0,0,58655.57,3.2,0,12188,16483.89
34,0,0,70374.81,2.93,1,11810,15392.45
49,1,0,89077.07,2.96,1,12988,17258.22
32,0,0,74784.96,3.09,0,11755,20322.05
44,0,0,67088.1,3.03,0,10283,34106.35
25,0,1,78269.12,2.92,0,14153,15138.79
39,1,0,51419.54,3.07,1,11182,19195.35
36,0,0,82738.26,3.13,0,15442,21315.34
38,1,1,81545.79,3.1,1,14023,11776.21
29,0,1,82895.44,3.05,1,13448,18926.43
36,0,1,52798.26,3.04,0,13836,10156.28
50,0,0,141013.56,3.09,1,16209,21861.4
39,0,0,72965.89,2.91,0,14100,11624.72
44,1,0,76555.81,3.01,0,12696,20679.67
49,1,0,82459.52,2.87,0,14871,19127.08
33,0,0,55135.23,3.02,0,16028,13301.38
58,1,0,94934.08,2.99,1,11986,36313.34
36,1,0,54578.78,2.86,0,12003,11911.35
25,0,1,80494.69,3.01,1,13009,23556.88
36,1,0,66647.57,2.88,1,13292,10749.87
46,1,0,78347.63,3.01,0,12555,19112.93
46,0,0,72330.61,3.01,0,13672,13999.0
32,1,0,90262.88,2.92,0,14448,18726.32
33,0,0,65466.52,3.04,1,11740,22655.96
28,1,0,91277.24,3.02,0,12752,24421.26
39,0,0,62022.42,2.91,0,11581,18982.03
40,0,0,77955.91,2.92,1,11830,25897.02
32,1,0,59418.15,2.8,0,11838,24478.72
46,0,1,92109.08,3.07,0,12963,22797.85
58,1,1,87091.36,3.03,1,12986,21595.31
33,1,0,126998.49,3.07,1,14420,27728.07
44,0,0,88350.42,3.07,0,11958,22374.65
47,0,0,73216.04,3.22,0,10586,24271.6
38,0,0,80578.04,2.81,1,10546,33195.96
61,0,0,127634.64,3.02,0,14159,21394.05
49,1,1,86919.82,3.05,1,14268,23545.22
29,1,1,68115.83,3.09,0,13334,12001.26
44,1,1,87882.24,3.02,0,13115,17843.28
56,0,1,107022.26,3.08,1,14588,26756.54
35,0,0,75983.2,3.05,0,11783,21275.24
34,1,0,105621.5,3.08,1,12581,32971.71
47,0,0,99973.05,3.1,1,13561,23507.52
27,0,1,106808.71,2.92,1,13885,27640.27
61,0,0,105568.36,3.06,1,14312,24884.78
43,1,0,116808.12,3.03,1,13687,29526.61
38,1,1,57193.85,3.03,0,15677,13693.78
39,0,1,58635.37,2.93,0,14326,12419.31
50,1,0,81729.86,2.9,0,13509,19619.74
38,0,1,68220.99,2.96,0,14827,14482.78
51,0,1,102346.16,2.79,0,13784,20623.64
37,1,1,83348.05,3.16,0,14162,21076.36
54,1,0,81759.88,2.94,1,12582,21238.61
28,0,0,63010.62,2.98,0,12567,10031.03
37,1,1,100653.7,2.81,1,15327,14950.1
42,1,1,86140.93,3.0,1,14679,13833.91
34,0,0,114266.27,3.01,0,12544,26039.28
29,0,0,64338.94,3.13,0,14075,20514.88
48,1,1,113290.99,3.04,0,14738,19295.18
61,1,1,68006.47,3.06,0,13089,23689.98
49,0,1,101531.58,3.0,0,14111,22089.85
25,0,0,61335.82,2.88,0,12198,11618.17
49,1,0,58755.88,3.15,1,13291,11374.14
44,1,1,61230.38,2.98,1,12996,15204.58
26,1,1,57340.62,2.77,0,12431,20120.51
25,0,0,95635.32,2.91,1,13324,22341.98
33,0,0,122337.06,2.81,1,14159,23792.73
48,0,0,92115.75,3.27,1,14647,17391.57
31,1,0,57726.8,3.03,0,12615,16025.94
44,1,0,75425.99,3.01,0,12540,18335.51
37,1,0,78144.3,2.99,1,12794,17872.21
49,1,0,53490.56,3.19,1,10936,14684.54
33,0,0,72588.64,3.22,0,13140,8173.89
55,0,0,70838.45,3.03,0,10867,27857.42
36,0,0,90790.54,2.98,1,12345,31390.41
31,1,1,91873.33,3.13,0,13986,21642.53
39,1,0,76962.34,3.17,0,12788,24092.96
40,0,0,104648.24,2.98,0,14735,17093.86
46,1,0,90354.59,3.08,0,12940,21261.66
43,0,0,100685.81,2.99,0,12768,20044.53
48,1,0,91106.56,2.97,1,13595,12313.2
36,1,0,79477.69,3.12,0,12563,21286.18
52,0,0,101032.83,2.83,1,15563,17438.52
25,0,0,63646.53,2.78,1,11913,13453.57
40,1,0,89962.56,2.96,1,13802,20360.67
24,1,0,87017.0,3.21,1,14212,14904.44
43,1,0,62439.23,2.99,0,12529,10984.83
43,1,0,73631.62,2.85,0,12163,19877.86
41,0,0,58997.73,3.07,0,12867,20409.99
49,1,1,65194.28,3.03,0,12751,15027.52
52,0,0,61594.35,2.86,1,13027,9212.32
46,0,0,102622.28,3.12,0,14465,12631.94
45,0,0,59599.02,2.79,1,12898,9821.27
51,0,1,76158.98,3.08,0,13237,14167.2
43,1,0,64241.96,2.92,0,12691,13285.93
51,0,1,67484.47,3.28,1,12790,12492.62
52,0,0,101006.37,2.96,1,12909,24905.12
63,1,0,83950.7,2.85,0,11967,31465.39
50,0,1,85168.46,3.0,0,13271,16512.69
42,0,0,84069.74,3.0,1,13845,15909.95
39,1,0,61720.01,2.99,1,12618,18007.12
30,1,0,67700.9,2.95,1,11598,30084.47
33,1,0,89956.61,2.89,1,12550,31788.6
48,0,0,61155.95,2.75,1,13460,12308.61
33,0,0,95116.05,3.01,1,14864,13509.11
47,1,1,88529.48,2.87,0,12681,31377.83
53,0,0,125349.18,3.14,0,14055,21610.22
31,0,0,47376.64,2.95,0,11396,14966.04
35,1,0,84663.32,2.9,1,14305,19962.46
29,0,0,66414.74,2.94,0,14199,21741.16
35,1,0,86693.31,2.82,0,14127,20004.66
50,0,0,73557.29,3.01,0,10030,36026.21
60,0,0,89420.0,3.04,1,12671,19307.54
43,0,0,75493.05,2.96,1,13719,15800.06
41,1,0,96880.49,2.94,0,13297,21875.57
49,0,0,90182.54,3.15,0,13917,12246.16
60,1,1,82049.73,2.88,0,12918,30143.1
24,0,0,108085.67,3.04,1,14522,16457.14
59,0,0,134808.3,3.13,1,15271,18551.45
25,1,0,65110.95,2.97,1,12803,20723.49
64,0,0,117818.65,3.08,1,14023,14056.45
53,0,0,89054.86,2.93,0,12990,17532.25
35,1,0,68908.18,3.12,0,12031,21712.15
47,1,0,61076.48,2.75,1,9983,33060.54
